total_accuracy,f1_scream,recall_scream,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info,userInput
0.823046875,0.822436024,0.82109375,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.81796875,0.823017558,0.844791667,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.848242188,0.852970816,0.8828125,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.8684375,0.871689655,0.893125,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.868489583,0.871748425,0.892708333,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.883816964,0.885892755,0.9015625,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.880322149,0.881660658,0.892708942,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.825390625,0.824517169,0.83359375,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.833333333,0.835123672,0.847395833,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.85078125,0.852865999,0.867578125,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.86546875,0.868642385,0.8875,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.872135417,0.874504088,0.8921875,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.88203125,0.884101816,0.901785714,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.878852617,0.880320429,0.892968293,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.5828125,0.70540873,0.99453125,scream,200,100,100,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.596614583,0.711957311,0.994270833,scream,300,150,150,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.640820313,0.734137531,0.9890625,scream,400,200,200,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.6615625,0.745822265,0.9903125,scream,500,250,250,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.669010417,0.75033958,0.992708333,scream,600,300,300,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.679910714,0.756963828,0.995089286,scream,700,350,350,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.696103222,0.766293786,0.995740795,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_1_date_2019-08-21
0.826171875,0.825436426,0.82890625,scream,200,100,100,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.859114583,0.861197905,0.879166667,scream,300,150,150,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.881445313,0.883135688,0.89375,scream,400,200,200,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.89328125,0.894667068,0.9075,scream,500,250,250,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.906380208,0.906800206,0.91328125,scream,600,300,300,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.910379464,0.910401085,0.912053571,scream,700,350,350,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.909497776,0.90961058,0.912302747,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_1_date_2019-08-21
0.7546875,0.7535626,0.7578125,scream,200,100,100,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.779166667,0.778736637,0.783854167,scream,300,150,150,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.811914063,0.811275333,0.80859375,scream,400,200,200,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.8428125,0.841378738,0.8365625,scream,500,250,250,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.843880208,0.842869476,0.83984375,scream,600,300,300,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.851339286,0.850620039,0.847991071,scream,700,350,350,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.853949089,0.85310659,0.852542373,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-08-21
0.75390625,0.74088939,0.71796875,scream,200,100,100,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8125,0.804473473,0.777083333,scream,300,150,150,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.825976563,0.821384199,0.803125,scream,400,200,200,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8553125,0.852109052,0.838125,scream,500,250,250,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.8578125,0.855361855,0.841927083,scream,600,300,300,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.866183036,0.86526886,0.862053571,scream,700,350,350,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.87884094,0.876781503,0.866514465,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-08-21
0.760546875,0.753807506,0.74765625,scream,200,100,100,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.78828125,0.795684147,0.823958333,scream,300,150,150,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.81796875,0.817305224,0.822265625,scream,400,200,200,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.83171875,0.833116264,0.8425,scream,500,250,250,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.838932292,0.840744682,0.849479167,scream,600,300,300,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.83828125,0.840163908,0.849776786,scream,700,350,350,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.848525441,0.84818589,0.848586353,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-08-21
0.7953125,0.79698937,0.80625,scream,200,100,100,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.83359375,0.833788669,0.838020833,scream,300,150,150,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.839453125,0.840499422,0.84921875,scream,400,200,200,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.86421875,0.865194656,0.871875,scream,500,250,250,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.873567708,0.874786775,0.883854167,scream,600,300,300,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.887276786,0.888121058,0.894866071,scream,700,350,350,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.877001722,0.878126576,0.887127411,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-08-21
0.81953125,0.820798685,0.828125,scream,200,100,100,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.848177083,0.849961054,0.861458333,scream,300,150,150,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.874023438,0.87510818,0.883984375,scream,400,200,200,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.8871875,0.888115295,0.8984375,scream,500,250,250,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.893880208,0.894943032,0.903645833,scream,600,300,300,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.902678571,0.902670031,0.9046875,scream,700,350,350,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.905645019,0.905857545,0.910845266,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-08-21
0.8520854563483143,0.8559832346904545,0.8800518702513151,scream,734,367,367,7,0.2,5,5,5,1,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.8158315256485187,0.8218272761157307,0.85427016364699,scream,734,367,367,7,0.2,5,5,5,1,Id3Estimator,None,experiment_2_date_2019-08-21
0.816172784696309,0.8212088837233049,0.8477096727060198,scream,734,367,367,7,0.2,5,5,5,1,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.7783556437231188,0.7839513642602516,0.8088617767387491,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.7806405854276252,0.7847709142384967,0.8028492109877264,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.8504989241309375,0.8489535641346806,0.8430011689070719,scream,734,367,367,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-08-21
0.8637202496915384,0.8660259495817808,0.8817723553477499,scream,734,367,367,7,0.2,5,5,5,1,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.8091675845584378,0.8074015917152209,0.8031597019286967,scream,734,367,367,7,0.2,5,5,5,1,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.8571562464096071,0.8536682829386086,0.8362251607247224,scream,734,367,367,7,0.2,5,5,5,1,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.7723485728343998,0.787023190252836,0.8431509351256574,scream,734,367,367,7,0.2,5,5,5,1,GaussianNB,None,experiment_2_date_2019-08-21
0.8576702658014757,0.8592082874042101,0.8705143191116306,scream,734,367,367,7,0.2,5,5,5,1,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.8309183257404327,0.8327808261762575,0.8436184979544126,scream,734,367,367,7,0.2,5,5,5,1,MLPClassifier,None,experiment_2_date_2019-08-21
0.8844269514254173,0.8857215033513759,0.8962741087083577,scream,734,367,367,11,0.2,5,5,5,5,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.8456169731301233,0.8449670006103956,0.8427345119812975,scream,734,367,367,11,0.2,5,5,5,5,Id3Estimator,None,experiment_2_date_2019-08-21
0.8670031177099413,0.86982286613222,0.8892971946230275,scream,734,367,367,11,0.2,5,5,5,5,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.8677409746886661,0.8698303247609478,0.8869959088252484,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.8698760409017569,0.8720672435794294,0.8886287258912917,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.8254883402768411,0.8488558894862955,0.9769615721800117,scream,734,367,367,11,0.2,5,5,5,5,SVC,None,experiment_2_date_2019-08-21
0.8920824341740473,0.8936308313671589,0.908489187609585,scream,734,367,367,11,0.2,5,5,5,5,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.8526724699905588,0.8517162843045647,0.8491854178842783,scream,734,367,367,11,0.2,5,5,5,5,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.8832792901137437,0.8811256536755909,0.8691189362945646,scream,734,367,367,11,0.2,5,5,5,5,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.8473046295463742,0.8492222440355425,0.8622114260666277,scream,734,367,367,11,0.2,5,5,5,5,GaussianNB,None,experiment_2_date_2019-08-21
0.8969249220728619,0.8976696991994142,0.9058847165400351,scream,734,367,367,11,0.2,5,5,5,5,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.8840377840469162,0.8847117743016043,0.8921171829339567,scream,734,367,367,11,0.2,5,5,5,5,MLPClassifier,None,experiment_2_date_2019-08-21
0.8852222546918631,0.8854345660978988,0.8891072472238457,scream,734,367,367,16,0.2,5,5,5,10,Sequential,model_layers=5,experiment_2_date_2019-08-21
0.8495858715850679,0.8479212854536342,0.841291642314436,scream,734,367,367,16,0.2,5,5,5,10,Id3Estimator,None,experiment_2_date_2019-08-21
0.8831850344927493,0.8834985865583226,0.8888259789596727,scream,734,367,367,16,0.2,5,5,5,10,KNeighborsClassifier,None,experiment_2_date_2019-08-21
0.8694707011444299,0.8709846696485268,0.8824627410870836,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.8578776031910164,0.8596600628937487,0.8729178842781998,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.7707012380923837,0.8130305474269679,0.9948823787258912,scream,734,367,367,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-08-21
0.8959567804103163,0.8965025520965253,0.9020346288720046,scream,734,367,367,16,0.2,5,5,5,10,GaussianProcessClassifier,None,experiment_2_date_2019-08-21
0.8557689029507412,0.8544643403432631,0.8509643483343075,scream,734,367,367,16,0.2,5,5,5,10,DecisionTreeClassifier,None,experiment_2_date_2019-08-21
0.8813933503424298,0.8788923700800537,0.8643154587960257,scream,734,367,367,16,0.2,5,5,5,10,RandomForestClassifier,None,experiment_2_date_2019-08-21
0.8434647354723335,0.8453976220863015,0.8585257159555815,scream,734,367,367,16,0.2,5,5,5,10,GaussianNB,None,experiment_2_date_2019-08-21
0.8786061751012804,0.8796205234007599,0.8890597603740503,scream,734,367,367,16,0.2,5,5,5,10,AdaBoostClassifier,None,experiment_2_date_2019-08-21
0.8903216430137821,0.8902883301350584,0.8916861484511982,scream,734,367,367,16,0.2,5,5,5,10,MLPClassifier,None,experiment_2_date_2019-08-21
0.9507303795950787,0.9509160255420367,0.9530902980713033,scream,734,367,367,18,0.2,5,5,5,12,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8553848089536283,0.8548126583472022,0.8540582992402104,scream,734,367,367,18,0.2,5,5,5,12,Id3Estimator,None,experiment_2_date_2019-08-22
0.8820889499567904,0.8823629692170674,0.8861119228521332,scream,734,367,367,18,0.2,5,5,5,12,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.8595196460059844,0.8619633039733879,0.8792044126241964,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.866071551224605,0.8681411294682218,0.8851037405026301,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.7369130644097768,0.7909712039540964,0.9940130040911747,scream,734,367,367,18,0.2,5,5,5,12,SVC,None,experiment_2_date_2019-08-22
0.8942676878368725,0.8938681700273562,0.8941518118059614,scream,734,367,367,18,0.2,5,5,5,12,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8609623439583989,0.8599018610568407,0.8578937755698423,scream,734,367,367,18,0.2,5,5,5,12,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.885524690664229,0.8824934645020192,0.8647209234365868,scream,734,367,367,18,0.2,5,5,5,12,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.8445185314231194,0.848043402276204,0.8702476621858563,scream,734,367,367,18,0.2,5,5,5,12,GaussianNB,None,experiment_2_date_2019-08-22
0.8810427406624806,0.8817294781176197,0.8890780245470485,scream,734,367,367,18,0.2,5,5,5,12,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9040969193803794,0.9041771128044422,0.907667299824664,scream,734,367,367,18,0.2,5,5,5,12,MLPClassifier,None,experiment_2_date_2019-08-22
0.9651934972051133,0.9649122179528506,0.9599284044418468,scream,734,367,367,21,0.2,5,5,5,15,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8499876053390081,0.8479297453409591,0.8387456165984803,scream,734,367,367,21,0.2,5,5,5,15,Id3Estimator,None,experiment_2_date_2019-08-22
0.8830973196311449,0.8832549976523691,0.8873392752776155,scream,734,367,367,21,0.2,5,5,5,15,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.8770254811751013,0.8778844918494983,0.8856443600233781,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.8789386142706569,0.8803972576352428,0.8933664523670368,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.7270293525553607,0.7849408422603336,0.9949006428988896,scream,734,367,367,21,0.2,5,5,5,15,SVC,None,experiment_2_date_2019-08-22
0.9046817163452172,0.9047110389031316,0.9070024839275279,scream,734,367,367,21,0.2,5,5,5,15,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8519161302931758,0.8500598795016395,0.8426212741087085,scream,734,367,367,21,0.2,5,5,5,15,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8825886858287502,0.8807519147214082,0.8713946522501461,scream,734,367,367,21,0.2,5,5,5,15,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.8501638311928347,0.8524192500583964,0.8670368205727645,scream,734,367,367,21,0.2,5,5,5,15,GaussianNB,None,experiment_2_date_2019-08-22
0.8861856820123185,0.8868124824117088,0.8924532437171245,scream,734,367,367,21,0.2,5,5,5,15,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9002005156428738,0.9005083476383349,0.9045660432495617,scream,734,367,367,21,0.2,5,5,5,15,MLPClassifier,None,experiment_2_date_2019-08-22
0.9555072101335251,0.9555192873673377,0.9552272063120981,scream,734,367,367,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8460488817955212,0.8440439485548672,0.8361594097019287,scream,734,367,367,26,0.2,5,5,5,20,Id3Estimator,None,experiment_2_date_2019-08-22
0.8894467579063576,0.8887348905171907,0.8855895675043834,scream,734,367,367,26,0.2,5,5,5,20,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.883730165420332,0.8852753313457966,0.8997260374050262,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.8875618952529385,0.8893138559030136,0.9056947691408532,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.6884685787538651,0.7615325910658353,0.9931691992986558,scream,734,367,367,26,0.2,5,5,5,20,SVC,None,experiment_2_date_2019-08-22
0.9140709530339133,0.9143018108924204,0.9180778784336645,scream,734,367,367,26,0.2,5,5,5,20,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.841019100266251,0.8390926033683273,0.8333576855639977,scream,734,367,367,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8713565472533182,0.8697390876389796,0.8628251022793688,scream,734,367,367,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.847622394935735,0.8487221364087308,0.8584051724137931,scream,734,367,367,26,0.2,5,5,5,20,GaussianNB,None,experiment_2_date_2019-08-22
0.8909645887345332,0.8918187493470103,0.9014392168322618,scream,734,367,367,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9119425992946596,0.9123708340454469,0.9191298947983635,scream,734,367,367,26,0.2,5,5,5,20,MLPClassifier,None,experiment_2_date_2019-08-22
0.942601277180836,0.9427147191459888,0.9466868790181181,scream,734,367,367,31,0.2,5,5,5,25,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8517810534650101,0.8510944494790592,0.8501059322033899,scream,734,367,367,31,0.2,5,5,5,25,Id3Estimator,None,experiment_2_date_2019-08-22
0.8736264093072977,0.8733082785965449,0.8735461718293396,scream,734,367,367,31,0.2,5,5,5,25,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.8807466737350578,0.8839576718662144,0.9095850379894798,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.8820251190137223,0.8847325505281161,0.9076234658094682,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.6872582260586352,0.7608701626021757,0.9948604617182935,scream,734,367,367,31,0.2,5,5,5,25,SVC,None,experiment_2_date_2019-08-22
0.9097234242233512,0.9100990512708174,0.9153820864991233,scream,734,367,367,31,0.2,5,5,5,25,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8460298995439264,0.8458192694501099,0.8473042080654587,scream,734,367,367,31,0.2,5,5,5,25,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8688220732365238,0.8679273920666944,0.8641035943892459,scream,734,367,367,31,0.2,5,5,5,25,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.8490195417284838,0.8489054931403003,0.8510921975452952,scream,734,367,367,31,0.2,5,5,5,25,GaussianNB,None,experiment_2_date_2019-08-22
0.878954177843716,0.8796820284942095,0.8895638515488018,scream,734,367,367,31,0.2,5,5,5,25,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9078914808404142,0.9085583564603077,0.9159409701928696,scream,734,367,367,31,0.2,5,5,5,25,MLPClassifier,None,experiment_2_date_2019-08-22
0.9470628556050095,0.9471636217640497,0.9494812974868498,scream,734,367,367,36,0.2,5,5,5,30,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8453055455648968,0.8437079688242586,0.8366598480420807,scream,734,367,367,36,0.2,5,5,5,30,Id3Estimator,None,experiment_2_date_2019-08-22
0.8613680271446198,0.8591901758692919,0.8489151081239041,scream,734,367,367,36,0.2,5,5,5,30,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.877097601242838,0.879716500007222,0.8999086791350088,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.885441705755119,0.8873872285233764,0.9044126241963765,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.6423243017778377,0.7356571944378342,0.995302454704851,scream,734,367,367,36,0.2,5,5,5,30,SVC,None,experiment_2_date_2019-08-22
0.9066184055408194,0.9073653306163337,0.9174970777323203,scream,734,367,367,36,0.2,5,5,5,30,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8476051610494187,0.8463823230121778,0.8440239625949737,scream,734,367,367,36,0.2,5,5,5,30,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8613359633742451,0.8598863234105545,0.8538062536528346,scream,734,367,367,36,0.2,5,5,5,30,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.8449568715750773,0.8450006509905563,0.8489699006428989,scream,734,367,367,36,0.2,5,5,5,30,GaussianNB,None,experiment_2_date_2019-08-22
0.8825665034442797,0.883572127431467,0.8920806545879603,scream,734,367,367,36,0.2,5,5,5,30,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9058888064659544,0.906557885670266,0.9140561075394505,scream,734,367,367,36,0.2,5,5,5,30,MLPClassifier,None,experiment_2_date_2019-08-22
0.9444357650596693,0.9456437591336768,0.9643702513150204,scream,734,367,367,41,0.2,5,5,5,35,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.853807533705985,0.8518051750014362,0.842771040327294,scream,734,367,367,41,0.2,5,5,5,35,Id3Estimator,None,experiment_2_date_2019-08-22
0.8761287883329087,0.8742315680742055,0.8670550847457628,scream,734,367,367,41,0.2,5,5,5,35,KNeighborsClassifier,None,experiment_2_date_2019-08-22
0.8763796163087514,0.8799866721240923,0.9063924605493863,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.8826105872259438,0.8858663857672964,0.9091174751607246,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.6214578119458306,0.7245489197897436,0.9959380479251899,scream,734,367,367,41,0.2,5,5,5,35,SVC,None,experiment_2_date_2019-08-22
0.9000288480270946,0.9016401665320548,0.9180924897720631,scream,734,367,367,41,0.2,5,5,5,35,GaussianProcessClassifier,None,experiment_2_date_2019-08-22
0.8478972004925396,0.8457126883595576,0.8369155464640561,scream,734,367,367,41,0.2,5,5,5,35,DecisionTreeClassifier,None,experiment_2_date_2019-08-22
0.8607039293260801,0.8584726278033805,0.8480968731735827,scream,734,367,367,41,0.2,5,5,5,35,RandomForestClassifier,None,experiment_2_date_2019-08-22
0.835016790550835,0.8328224141368357,0.8251789888953829,scream,734,367,367,41,0.2,5,5,5,35,GaussianNB,None,experiment_2_date_2019-08-22
0.8926064130038415,0.8931869496341349,0.8995580070134424,scream,734,367,367,41,0.2,5,5,5,35,AdaBoostClassifier,None,experiment_2_date_2019-08-22
0.9080924023537993,0.9087293725381012,0.9166130917592051,scream,734,367,367,41,0.2,5,5,5,35,MLPClassifier,None,experiment_2_date_2019-08-22
0.9573984886631001,0.9577404425599174,0.9652030976037407,scream,734,367,367,46,0.2,5,5,5,40,Sequential,model_layers=5,experiment_2_date_2019-08-22
0.8441066977376153,0.8429706954727625,0.8395748100526008,scream,734,367,367,46,0.2,5,5,5,40,Id3Estimator,None,experiment_2_date_2019-08-22
